state_code,zip_code,city,name,labels,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,has_RoundABCD,has_Investor,has_Seed
MA,2451,Waltham,xkoto,0,1/1/2005,11/1/2005,1/26/2009,0.8329,4.0712,3,3,11035000,1,software,1,0,0,1,1,0,1.6667,1,1,1,0
MA,2421,Lexington,Coradiant,1,1/1/2000,8/22/2005,8/22/2005,5.6438,5.6438,9,1,12700000,2,public_relations,0,0,0,0,0,1,4.0,1,1,0,0
CA,94566,Pleasanton,QuantaLife,1,1/1/2008,12/13/2010,7/22/2011,2.9507,3.5562,3,2,20757182,1,biotech,0,0,0,1,0,0,1.0,1,1,0,0
CA,95054,Santa Clara,BroadLight,1,6/1/2000,11/17/2005,9/11/2007,5.4658,7.2822,5,3,27000000,1,software,0,0,0,0,0,1,6.0,1,1,0,0
NY,10016,New York,BBE,1,4/1/2004,1/1/2008,1/1/2008,3.7534,3.7534,7,1,10000000,3,advertising,0,0,1,0,0,0,1.0,0,1,0,0
CA,90245,El Segundo,TelASIC Communications,0,1/1/2001,3/22/2005,3/22/2005,4.2219,4.2219,4,1,26000000,0,public_relations,0,0,0,0,0,1,4.0,1,1,0,0
CT,6032,Farmington,LegiTime Technologies,0,1/1/2005,3/1/2007,12/15/2009,2.1616,4.9562,2,2,4000000,0,messaging,0,0,1,0,0,0,2.0,1,1,0,0
CA,94086,Sunnyvale,Mobius Microsystems,1,1/1/2004,1/31/2006,12/10/2007,2.0849,3.9425,3,2,20220000,1,hardware,0,0,1,1,0,0,3.0,1,1,0,0
NY,10013,New York,Boonty,1,3/1/2001,7/7/2005,7/7/2005,4.3534,4.3534,7,1,10000000,3,games_video,0,0,0,1,0,0,4.0,1,1,0,0
NY,10010,New York,B-Side Entertainment,0,4/7/2005,10/11/2006,11/14/2008,1.5123,3.6082,8,2,7350000,3,games_video,0,0,1,1,0,0,4.5,1,1,0,0
CA,95138,San Jose,Taggstr,0,7/1/2009,4/7/2010,4/7/2010,0.7671,0.7671,1,1,50000,1,messaging,0,1,0,0,0,0,1.0,0,0,1,1
NY,10010,New York,Fashism,0,1/1/2009,11/19/2010,11/19/2010,1.8822,1.8822,5,1,1000000,3,fashion,0,0,1,0,0,0,7.0,1,1,0,0
CA,94040,Mountain View,Goodmail Systems,0,1/1/2003,10/17/2005,1/12/2009,2.7945,6.0356,16,4,45000000,2,security,0,0,1,1,1,0,2.0,1,1,0,0
CA,92121,San Diego,Nirvanix,0,7/1/2007,9/18/2007,5/3/2012,0.2164,4.8438,22,5,70000000,5,enterprise,1,0,1,1,1,0,4.2,1,1,1,0
WA,98102,Seattle,LookStat,0,1/1/2008,4/23/2009,4/23/2009,1.3096,1.3096,3,1,500000,2,ecommerce,0,0,1,0,0,0,1.0,1,1,0,0
CA,94133,San Francisco,Sweepery,0,8/1/2008,9/1/2008,12/1/2009,0.0849,1.3342,6,2,500000,0,software,0,0,0,0,0,0,1.0,1,0,0,0
TX,78746,Austin,Luminary Micro,1,1/1/2004,2/1/2005,8/23/2007,1.0877,3.6438,2,3,44000000,1,semiconductor,0,0,1,1,1,0,4.0,1,1,0,0
CO,80112,Englewood,ZettaCore,0,1/1/1999,5/11/2009,5/11/2009,10.3644,10.3644,4,1,21000000,1,semiconductor,1,0,0,0,0,0,5.0,1,0,1,1
CA,90038,Los Angeles,Clicker,1,1/1/2009,9/15/2009,2/18/2010,0.7041,1.1315,12,2,19000000,2,games_video,0,0,1,1,0,0,3.5,1,1,0,0
CA,94025,Menlo Park,iKoa,0,1/1/2006,6/5/2007,7/16/2010,1.4247,4.5397,0,3,18700000,0,semiconductor,1,0,1,0,0,0,2.0,1,1,1,0
CA,94066,San Bruno,SocialShield,1,9/1/2009,10/5/2010,10/5/2010,1.0932,1.0932,6,1,10000000,2,software,0,0,1,0,0,0,7.0,1,1,0,0
FL,33635,Tampa,LeisureLogix,0,8/1/2006,1/1/2007,1/1/2007,0.4192,0.4192,5,3,5900000,0,software,0,1,0,0,0,0,1.0,0,0,1,1
MA,1752,Marlborough,Storwize,1,1/1/2004,6/6/2007,4/2/2008,3.4301,4.2548,13,2,28000000,2,other,0,0,0,1,1,0,2.0,1,1,0,0
NH,3062,Nashua,AutoVirt,0,1/1/2007,1/1/2007,5/24/2011,0.0,4.3945,5,7,24300000,2,software,1,1,1,1,0,0,2.0,1,1,1,0
CA,94040,Mountain View,Loopt,1,1/1/2005,6/1/2005,5/3/2010,0.4137,5.3370000000000015,21,4,32006000,3,mobile,0,1,1,1,1,0,1.6667,1,1,1,0
CA,95014,Cupertino,Blue Lane Technologies,1,1/1/2002,2/1/2005,2/1/2005,3.0877,3.0877,4,1,13400000,1,public_relations,0,0,0,1,0,0,2.0,1,1,0,0
CA,94107,San Francisco,Socialcast,1,6/1/2005,4/6/2009,3/31/2010,3.8493,4.8329,18,3,9400000,3,enterprise,0,1,1,1,0,0,1.5,1,1,1,0
CO,80302,Boulder,Collective Intellect,1,1/1/2005,2/1/2006,12/7/2012,1.0849,7.937,10,6,15324624,3,enterprise,1,1,1,1,0,0,2.5,1,1,1,0
WA,98121,Seattle,Wavii,1,3/1/2009,7/1/2010,7/1/2010,1.3342,1.3342,3,1,2000000,2,web,0,0,0,0,0,0,11.0,1,0,0,0
CA,94103,San Francisco,Seesmic,1,6/1/2007,11/1/2007,2/1/2011,0.4192,3.674,24,3,16000000,4,web,0,0,1,1,1,0,5.6667,1,1,0,0
MN,55113,Saint Paul,Apnex Medical,0,1/1/2006,12/2/2009,9/24/2012,3.9205,6.7342,3,3,44000000,0,medical,1,0,0,1,1,0,2.3333,1,1,1,0
PA,19103,Philadelphia,MobileReactor,0,1/1/2010,10/24/2011,6/15/2012,1.811,2.4548,2,2,1175000,1,software,1,0,0,0,0,0,1.0,0,0,1,1
CA,94566,Pleasanton,Echopass Corporation,1,1/1/2000,10/30/2006,4/7/2010,6.8329,10.2712,22,2,9000000,1,network_hosting,0,0,0,0,0,0,4.0,1,0,0,0
CA,92128,San Diego,ID Analytics,1,1/1/2002,5/1/2002,5/16/2007,0.3288,5.3726,9,3,35150000,1,web,0,0,1,1,1,0,3.0,1,1,0,0
MA,1803,Burlington,Vela Systems,1,1/1/2005,5/1/2006,9/2/2010,1.3288,5.6712,4,3,12000000,2,software,1,0,1,1,0,0,2.6667,1,1,1,0
CA,94085,Sunnnyvale,FlowCardia,1,1/1/2002,8/30/2007,8/30/2007,5.662999999999999,5.662999999999999,4,1,30000000,1,biotech,0,0,0,0,1,0,9.0,1,1,0,0
CA,94403,San Mateo,Bizanga,1,1/1/2003,2/17/2009,2/17/2009,6.1342,6.1342,5,1,8000000,1,security,0,0,0,1,0,0,2.0,1,1,0,0
CA,94107,San Francisco,Transpond,1,1/1/2007,2/4/2009,2/4/2009,2.0959,2.0959,6,1,4100000,3,advertising,0,0,1,0,0,0,2.0,1,1,0,0
IL,61820,Champaign,Caterva,0,1/1/2008,12/15/2009,7/6/2011,1.9562,3.5123,1,2,2408500,1,social,0,1,0,0,0,0,3.0,1,0,1,1
CA,95054,Santa Clara,Innovative Silicon,0,1/1/2002,3/1/2004,11/6/2007,2.1644,5.8493,3,4,72000000,1,other,0,0,1,1,1,0,2.25,1,1,0,0
MN,55416,Golden Valley,Kardia Health Systems,0,1/1/2006,1/1/2007,1/1/2008,1.0,2.0,2,2,18400000,1,enterprise,1,0,0,0,0,0,1.0,0,0,1,1
NC,27312,Pittsboro,Biolex Therapeutics,0,1/1/1997,1/7/2005,12/19/2011,8.0219,14.9726,4,7,162264126,1,biotech,1,0,0,1,1,1,6.75,1,1,1,0
MA,2140,Cambridge,Foldrx Pharmaceuticals,1,1/1/2003,6/15/2010,6/15/2010,7.4575,7.4575,7,1,29000000,1,biotech,1,0,0,0,0,0,7.0,1,0,1,1
WA,98102,Seattle,Klir Technologies,0,1/1/2000,6/3/2005,6/3/2005,5.4247,5.4247,0,1,8700000,0,network_hosting,0,0,1,0,0,0,2.0,1,1,0,0
MA,2139,Cambridge,MetaCarta,1,1/1/2001,9/8/2005,9/8/2005,4.6877,4.6877,12,1,10000000,2,mobile,0,0,0,0,1,0,7.0,1,1,0,0
MA,1803,Burlington,Viridity Software,1,1/1/2008,12/1/2008,8/19/2010,0.9178,2.6329,5,2,15000000,2,software,0,0,1,1,0,0,2.0,1,1,0,0
CA,94025,Menlo Park,Devtap,0,1/1/2008,9/1/2008,9/1/2008,0.6685,0.6685,2,1,2600000,1,search,0,0,0,0,0,0,1.0,0,0,0,0
CA,94108,San Francisco,Bebo,1,1/6/2005,5/1/2006,5/1/2006,1.3151,1.3151,30,1,15000000,3,web,0,0,1,0,0,0,1.0,1,1,0,0
NY,10001,New York,SideTour,1,6/1/2011,7/1/2011,3/25/2013,0.0822,1.8164,7,3,4000000,2,web,0,1,1,0,0,0,2.0,1,1,1,0
CA,94005,Brisbane,SARcode Bioscience,1,1/1/2006,12/1/2006,7/18/2011,0.9151,5.5452,9,2,73000000,1,biotech,1,0,0,1,0,0,3.0,1,1,1,0
NY,10013,New York,Lore,1,3/1/2011,6/27/2011,4/5/2012,0.3233,1.0986,5,4,12123837,3,education,0,1,1,0,0,0,4.6667,1,1,1,0
WA,98101,Seattle,Pelago,1,12/1/2005,11/1/2006,5/27/2008,0.9178,2.4877,18,3,22400000,3,mobile,1,0,1,1,0,0,3.3333,1,1,1,0
CA,94105,San Francisco,Desk,1,1/1/2009,4/15/2010,1/4/2011,1.2849,2.0082,12,2,5700000,3,enterprise,0,0,1,1,0,0,4.0,1,1,0,0
CA,94025,Menlo Park,Trinity Biosystems,0,1/1/2002,7/18/2006,11/9/2009,4.5452,7.8603,2,2,28500000,0,biotech,1,0,0,1,0,0,4.5,1,1,1,0
MA,1886,Westford,Virtual Computer,1,1/1/2007,12/1/2007,1/26/2009,0.9151,2.0712,9,2,21000000,1,software,0,0,1,1,0,0,2.5,1,1,0,0
NC,27518,Raleigh,Oasys Mobile,0,1/1/1984,11/18/2005,11/18/2005,21.8959,21.8959,1,1,8000000,1,software,1,0,0,0,0,0,2.0,0,0,1,1
CA,94025,Menlo Park,Gamook,0,1/1/2008,3/16/2008,3/16/2008,0.2055,0.2055,1,1,1500000,1,games_video,0,0,1,0,0,0,1.0,1,1,0,0
MA,2453,Waltham,Quattro Wireless,1,10/1/2006,5/1/2007,3/17/2009,0.5808,2.4603,17,3,28300000,4,advertising,0,0,1,1,1,0,1.6667,1,1,0,0
CA,94301,Palo Alto,ShopWell,1,1/1/2008,2/22/2010,12/20/2012,2.1452,4.9726,4,5,7939553,2,web,1,0,0,1,0,0,2.0,1,1,1,0
CA,94107,San Francisco,NewsBasis,0,1/1/2009,11/1/2009,11/1/2009,0.8329,0.8329,3,1,545000,0,public_relations,0,1,0,0,0,0,2.0,1,0,1,1
MA,1821,Billerica,Nexx Systems,1,1/1/2001,9/29/2005,12/14/2009,4.7452,8.9562,10,3,15247925,1,semiconductor,0,0,0,0,1,1,1.5,1,1,0,0
NY,10003,NY,5min Media,1,1/1/2007,4/1/2007,7/23/2009,0.2466,2.5589,11,3,12800000,2,games_video,0,1,1,1,0,0,1.5,1,1,1,0
IL,60654,Chicago,MyCabbage,0,3/1/2010,3/24/2011,8/23/2012,1.063,2.4822,1,2,950000,2,mobile,1,0,1,0,0,0,3.0,1,1,1,0
MA,1801,Woburn,Gotuit,1,1/1/2000,12/1/2002,12/1/2004,2.9178,4.9205,6,2,16000000,5,web,0,0,1,1,0,0,1.0,1,1,0,0
CA,95008,Campbell,TeleCIS Wireless,1,1/1/2000,1/1/2006,1/1/2006,6.0055,6.0055,2,1,10000000,1,semiconductor,0,0,0,0,1,0,1.0,1,1,0,0
NY,10013,New York,Snapette,1,1/1/2011,10/12/2011,10/12/2011,0.7781,0.7781,5,1,1500000,3,fashion,0,0,0,0,0,0,1.0,0,0,0,0
CA,94107,San Francisco,EmSense,0,1/1/2004,11/3/2009,12/10/2010,5.8438,6.9452,6,2,13000000,2,hardware,1,0,0,0,1,0,2.0,1,1,1,0
NY,11217,Brooklyn,MakerBot,1,1/1/2009,8/23/2011,8/23/2011,2.6411,2.6411,6,1,10000000,2,hardware,1,0,0,0,0,0,6.0,1,0,1,1
NY,10003,New York,Image Space Media,1,1/1/2008,1/19/2010,12/30/2010,2.0521,2.9973,9,2,3915000,2,advertising,1,0,1,0,0,0,3.0,1,1,1,0
NY,11222,Brooklyn,Wanderfly,1,8/1/2009,8/1/2009,2/1/2011,0.0,1.5041,7,2,1400000,2,travel,0,1,1,0,0,0,6.0,1,1,1,0
IL,60654,Chicago,walkby,0,8/1/2012,8/1/2012,4/10/2013,0.0,0.6904,6,2,650000,2,ecommerce,1,1,0,0,0,0,1.0,1,0,1,1
TX,78702,Austin,FameCast,0,1/1/2007,6/1/2007,3/30/2010,0.4137,3.2438,5,3,9700000,4,games_video,1,0,1,0,0,0,1.0,1,1,1,0
CA,95110,San Jose,Cassatt,1,1/1/2003,3/1/2006,3/1/2006,3.1644,3.1644,6,1,15000000,1,software,0,0,0,0,0,1,3.0,1,1,0,0
CA,94608,Emeryville,VirtuOz,1,1/1/2002,10/10/2005,4/1/2012,3.7753,10.2548,18,4,38764000,3,enterprise,1,0,1,1,0,0,2.0,1,1,1,0
CA,95112,San Jose,SolFocus,0,11/1/2005,3/1/2006,4/1/2012,0.3288,6.4192,6,8,211403000,2,cleantech,1,0,1,1,1,0,2.7143,1,1,1,0
CA,94041,Mountain View,Nimbula,1,1/1/2008,6/23/2010,8/23/2010,2.4767,2.6438,8,2,20750000,3,enterprise,0,0,1,1,0,0,2.0,1,1,0,0
CA,94107,San Francisco,Giftiki,1,6/1/2009,8/31/2010,4/20/2011,1.2493,1.8849,4,2,1020000,2,social,0,1,1,0,0,0,2.5,1,1,1,0
TX,78730,Austin,Storspeed,0,1/1/2007,6/7/2007,6/7/2007,0.4301,0.4301,6,1,13000000,1,software,0,0,1,0,0,0,4.0,1,1,0,0
NY,10007,New York,SpaBooker,1,11/1/2007,1/1/2008,10/1/2011,0.1671,3.9178,8,2,14700000,2,software,0,1,1,0,0,0,4.0,1,1,1,0
CA,94043,Mountain View,Jajah,1,1/1/2005,3/1/2006,3/1/2009,1.1616,4.1644,19,4,33000000,4,mobile,0,0,1,1,1,1,1.3333,1,1,0,0
CA,95134,San Jose,Baxano,1,1/1/2005,6/23/2010,6/23/2010,5.4767,5.4767,5,1,30000000,0,medical,0,0,0,0,1,0,6.0,1,1,0,0
TX,75081,Richardson,RipCode,0,8/6/2006,11/1/2006,5/11/2010,0.2384,3.7644,10,4,33000000,3,software,0,0,1,1,1,0,4.0,1,1,0,0
DC,20005,Washington,VeteranCentral.com,0,12/15/2011,6/15/2011,6/15/2011,-0.5014,-0.5014,1,1,150000,0,social,0,1,0,0,0,0,1.0,0,0,1,1
MA,2452,Waltham,RippleFunction,0,3/1/2010,5/1/2010,5/1/2010,0.1671,0.1671,3,1,20000,1,advertising,0,1,0,0,0,0,1.0,0,0,1,1
CA,94555-3619,Fremont,CV Ingenuity,0,1/1/2008,10/4/2011,1/24/2013,3.7589,5.0685,2,3,30926154,0,medical,0,0,0,1,0,0,3.0,1,1,0,0
CA,95008,Campbell,AdexLink,0,8/16/2010,6/10/2011,6/10/2011,0.8164,0.8164,0,1,2000000,0,advertising,0,0,0,0,0,0,1.0,0,0,0,0
MA,1803,Burlington,Certeon,0,1/1/2003,7/16/2007,5/1/2012,4.5397,9.337,2,2,19000000,1,software,1,0,0,1,0,0,3.5,1,1,1,0
CA,94104,San Francisco,Applied Identity,0,1/1/2002,1/13/2005,10/1/2008,3.0356,6.7534,2,3,33000000,1,advertising,0,0,1,1,1,0,4.0,1,1,0,0
GA,30350,Atlanta,Prenova,1,1/1/2002,5/10/2006,4/24/2008,4.3562,6.3151,1,3,15650000,1,cleantech,1,0,0,0,0,0,1.3333,1,0,1,1
CA,92606,San Francisco,WooMe,1,12/1/2000,4/1/2007,6/12/2008,6.3342,7.5342,8,3,17400000,3,web,0,0,1,1,0,0,2.3333,1,1,0,0
CA,90028,Hollywood,HelpMeRent.com,0,10/1/2010,8/1/2011,8/1/2011,0.8329,0.8329,5,1,154000,2,real_estate,0,1,0,0,0,0,1.0,0,0,1,1
CA,90301,Los Angeles,Mail.com Media Corporation,0,1/1/2004,10/21/2008,10/21/2008,4.8082,4.8082,4,1,35000000,2,web,0,0,0,0,0,1,3.0,1,1,0,0
VA,22182,Viena,DubMeNow,0,1/1/2008,8/1/2008,6/5/2012,0.5836,4.4301,5,4,7516703,3,mobile,1,1,0,0,0,0,1.0,0,0,1,1
TX,78759,Austin,Smooth-Stone,0,1/1/2008,8/16/2010,8/16/2010,2.6247,2.6247,1,1,48000000,3,cleantech,1,0,0,0,0,0,5.0,1,0,1,1
CA,95008,Campbell,ONStor,1,1/1/2000,6/2/2005,4/18/2008,5.4219,8.3014,6,3,65800000,1,network_hosting,1,0,0,0,0,1,4.6667,1,1,1,0
NJ,8844,Hillsborough,Relationship Analytics,0,8/1/2012,4/5/2013,5/16/2013,0.6767,0.789,2,2,125000,1,analytics,0,1,0,0,0,0,1.0,0,0,1,1
VA,20165,Potomac Falls,Summize,1,11/1/2006,6/1/2007,6/1/2007,0.5808,0.5808,5,1,750000,3,search,0,1,0,0,0,0,2.0,1,0,1,1
GA,30305,Atlanta,JouleX,1,1/1/2009,6/10/2011,6/10/2011,2.4384,2.4384,10,1,17000000,2,enterprise,1,0,0,0,0,0,5.0,1,0,1,1
CA,94403,San Mateo,Etelos,0,5/1/1999,9/30/2009,5/29/2012,10.4247,13.0877,4,3,4087500,3,enterprise,1,1,0,0,0,0,1.0,0,0,1,1
CA,93105,Santa Barbara,Make It Work,0,1/1/1995,11/15/2005,11/15/2005,10.8795,10.8795,3,1,1000000,1,hardware,0,0,1,0,0,0,2.0,1,1,0,0
TX,78701,Austin,MapMyFitness,1,2/8/2007,1/1/2007,6/19/2013,-0.1041,6.3644,13,5,23500000,3,health,1,0,1,1,1,0,1.75,1,1,1,0
CA,94107,San Francisco,What They Like,0,8/29/2007,8/29/2007,8/29/2007,0.0,0.0,2,1,990000,0,web,0,0,1,0,0,0,2.0,0,1,0,0
AZ,85281,Tempe,FetchBack,1,4/1/2007,1/1/2008,1/1/2008,0.7534,0.7534,13,1,1000000,2,advertising,0,0,1,0,0,0,3.0,1,1,0,0
MA,2142,Cambridge,Sermo,1,1/1/2006,9/1/2006,2/17/2011,0.6658,5.1315,15,4,41000000,2,health,1,0,1,1,1,0,1.75,1,1,1,0
OR,97062,Tualatin,Wi-Chi,0,1/1/2008,5/15/2008,5/15/2008,0.3699,0.3699,3,1,7000000,0,semiconductor,0,0,1,0,0,0,1.0,1,1,0,0
MA,2139,Cambridge,Alnara Pharmaceuticals,1,1/1/2008,10/30/2008,1/28/2010,0.8301,2.0767,4,2,55000000,1,biotech,0,0,1,1,0,0,2.0,1,1,0,0
CA,60606,Chicago,Braintree,1,10/1/2007,6/29/2011,9/17/2012,3.7452,4.9671,10,2,69000000,2,software,0,0,1,1,0,0,3.5,1,1,0,0
CA,95035-5444,Milpitas,Virident Systems,1,1/1/2006,5/1/2007,1/28/2013,1.3288,7.0795,25,8,129677153,3,enterprise,1,0,1,1,1,1,3.0,1,1,1,0
CA,94063,Redwood City,Pearl Therapeutics,1,1/1/2006,7/3/2008,4/1/2013,2.5041,7.2521,4,6,232000100,0,biotech,0,0,1,0,1,1,3.6667,1,1,0,0
CA,94041,Mountain View,Lexity,1,8/1/2009,9/1/2009,3/3/2011,0.0849,1.5863,5,2,5700000,3,enterprise,0,1,1,0,0,0,4.0,1,1,1,0
MA,1702,Framingham,Diligent Technologies,1,1/1/2002,8/21/2007,8/21/2007,5.6384,5.6384,3,1,10500000,1,security,0,0,0,0,0,1,4.0,1,1,0,0
NY,10573,Rye Brook,eBillme,0,10/1/2004,9/20/2006,9/1/2008,1.9699,3.9205,2,2,23000000,0,ecommerce,1,0,0,0,0,0,3.0,1,0,1,1
WA,98052,Redmond,Smilebox,1,8/28/2000,2/1/2006,2/23/2010,5.4329,9.4959,13,3,14000000,0,photo_video,0,0,1,1,0,0,3.0,1,1,0,0
CA,94403,San Mateo,B-hive Networks,1,1/1/2005,8/25/2006,8/25/2006,1.6466,1.6466,4,2,7500000,0,software,0,1,1,0,0,0,2.0,1,1,1,0
NY,11211,Brooklyn,Hot Potato,1,1/1/2009,11/25/2009,11/25/2009,0.8986,0.8986,12,1,1420000,3,social,0,0,1,0,0,0,16.0,1,1,0,0
WA,98119,Seattle,Kashless,0,9/1/2008,10/29/2008,2/4/2011,0.1589,2.4274,1,2,9000000,2,ecommerce,1,0,1,0,0,0,1.0,1,1,1,0
PA,19067,Yardley,Three Screen Games,0,1/1/2009,10/7/2009,10/7/2009,0.7644,0.7644,3,1,500000,0,games_video,1,0,0,0,0,0,1.0,1,0,1,1
CA,94041,Mountain View,LaunchGram,1,1/10/2012,1/23/2012,10/1/2012,0.0356,0.726,4,2,70000,2,news,0,1,0,0,0,0,1.0,1,0,1,1
CA,92009,Carlsbad,BrightQube,0,10/1/2006,5/1/2007,5/27/2008,0.5808,1.6548,3,2,850000,0,ecommerce,0,1,1,0,0,0,1.0,1,1,1,0
CA,90401,Santa Monica,ServiceMesh,1,1/1/2008,11/16/2011,11/16/2011,3.8767,3.8767,9,1,15000000,2,enterprise,1,0,0,0,0,0,1.0,1,0,1,1
CA,94108,San Francisco,Lookery,1,8/1/2007,2/7/2008,9/4/2008,0.5205,1.0959,12,2,3150000,2,web,0,1,1,0,0,0,11.5,1,1,1,0
CA,94109,San Francisco,Wantful,0,1/1/2011,3/20/2012,3/20/2012,1.2164,1.2164,6,1,5500000,2,ecommerce,0,0,1,0,0,0,8.0,1,1,0,0
CA,94903,San Rafael,Zep Solar,1,1/1/2009,11/20/2013,11/20/2013,4.8877,4.8877,8,1,10571182,1,cleantech,0,0,1,0,0,0,1.0,0,1,0,0
CA,90028,Hollywood,Help Me Rent Magazine,0,1/1/2010,8/1/2010,8/1/2010,0.5808,0.5808,13,1,500000,0,real_estate,0,1,0,0,0,0,1.0,0,0,1,1
CA,94710,Berkeley,MOG,1,6/1/2005,5/4/2006,2/26/2010,0.9233,4.7425,12,7,24900000,3,music,1,1,1,0,0,0,3.0,1,1,1,0
CA,91105,Pasadena,Loud3r,0,9/1/2007,6/5/2009,12/28/2009,1.7616,2.326,12,2,3529175,3,web,1,0,1,0,0,0,1.0,0,1,1,0
NY,10011,New York,Oyster.com,1,3/1/2008,3/1/2008,10/11/2012,0.0,4.6164,15,4,23400000,3,travel,0,0,1,1,1,0,2.25,1,1,0,0
CA,95134,San Jose,LogLogic,1,1/1/2002,5/26/2009,5/26/2009,7.4027,7.4027,15,1,8800000,3,security,0,0,0,0,0,1,5.0,1,1,0,0
NY,10012,New York,StyleTrek,0,2/1/2010,2/1/2010,2/1/2010,0.0,0.0,2,1,1500000,1,fashion,0,0,0,0,0,0,6.0,1,0,0,0
CA,92128,San Diego,Sequoia Communications,0,1/1/2000,11/9/2004,6/2/2009,4.8603,9.4247,3,7,74000000,0,semiconductor,1,0,0,0,1,1,2.0,1,1,1,0
OR,97201,Portland,SnapNames,1,1/1/2000,6/1/2001,12/31/2001,1.4164,2.0,3,3,8800000,2,network_hosting,0,0,1,1,0,0,1.0,0,1,0,0
CA,94107,San Francisco,Simple Star,1,1/1/2001,8/1/2003,8/10/2005,2.5808,4.6082,3,2,7100000,3,web,0,1,1,0,0,0,1.5,1,1,1,0
MA,2142,Cambridge,StyleFeeder,1,5/3/2006,9/1/2007,5/1/2009,1.3315,2.9973,8,3,3500000,6,ecommerce,1,1,1,0,0,0,1.6667,1,1,1,0
CA,94089,Sunnyvale,FlashSoft,1,11/25/2009,6/28/2011,6/28/2011,1.589,1.589,6,1,3000000,2,software,0,0,1,0,0,0,2.0,1,1,0,0
NY,14217,Kenmore,TrustDegrees,0,3/1/2011,4/17/2011,6/9/2011,0.1288,0.274,5,2,11000,1,web,0,1,0,0,0,0,1.0,0,0,1,1
CA,92677,Laguna Niguel,Symwave,1,1/1/2001,7/18/2007,8/6/2009,6.5452,8.6,4,3,26200000,1,semiconductor,1,0,0,0,1,0,2.5,1,1,1,0
CA,94043,Mountain View,Clearwell Systems,1,12/6/2004,4/4/2006,8/22/2007,1.3259999999999998,2.7096,6,2,29000000,3,software,0,0,0,1,1,0,2.5,1,1,0,0
CA,94040-1309,Mountain View,Impeva,0,1/1/2004,11/3/2008,11/3/2008,4.8438,4.8438,2,1,10000000,0,software,0,0,0,1,0,0,2.0,0,1,0,0
CA,92037,La Jolla,Nettle,0,10/4/2010,8/11/2011,8/11/2011,0.8521,0.8521,3,1,500000,3,web,0,1,0,0,0,0,3.0,1,0,1,1
CA,94063,Redwood City,CubeTree,1,1/1/2008,2/1/2008,11/2/2009,0.0849,1.8384,3,3,11500000,3,enterprise,0,1,1,1,0,0,1.5,1,1,1,0
TX,78703,Austin,Infochimps,1,7/14/2009,9/14/2010,6/4/2013,1.1699,3.8932,8,5,5350000,3,enterprise,0,1,1,0,0,0,3.0,1,1,1,0
CA,94105,San Francisco,Songbird,0,2/1/2006,10/2/2006,1/27/2010,0.6658,3.989,27,3,11015719,4,mobile,1,0,1,0,0,0,2.0,1,1,1,0
CA,94103,San Francisco,SimpleGeo,1,5/1/2009,11/10/2009,5/18/2010,0.5288,1.0466,30,3,9807367,3,advertising,0,1,1,0,0,0,8.6667,1,1,1,0
CA,94110,San Francisco,1000memories,1,7/1/2010,1/1/2010,2/16/2011,-0.4959,0.6301,8,2,2535000,2,web,0,1,1,0,0,0,5.0,1,1,1,0
TX,75001,Addison,SensorLogic,1,1/1/2002,6/19/2007,12/13/2010,5.4658,8.9534,4,3,19000000,2,enterprise,1,0,0,1,1,0,5.3333,1,1,1,0
CA,94041,Mountain View,TouristEye,1,2/1/2010,2/1/2010,11/6/2012,0.0,2.7644,4,3,475000,1,travel,0,1,0,0,0,0,4.0,0,0,1,1
NY,10005,New York,Oberon Media,1,1/1/2003,10/6/2008,11/10/2010,5.7671,7.862999999999999,16,2,36000000,1,games_video,1,0,0,1,0,0,1.0,1,1,1,0
CA,94588,Pleasanton,Arroyo Video Solutions,1,1/1/2002,3/2/2005,3/2/2005,3.1671,3.1671,4,1,12000000,0,games_video,0,0,0,0,1,0,5.0,1,1,0,0
CA,92130-2042,San Diego,Aragon Pharmaceuticals,1,1/1/2009,5/27/2009,10/4/2012,0.4,3.7589,15,4,122000000,1,biotech,0,0,1,1,1,1,2.5,1,1,0,0
NY,10005,New York,#waywire,1,6/1/2012,6/30/2012,6/30/2012,0.0795,0.0795,8,1,1750000,2,news,0,0,0,0,0,0,5.0,1,0,0,0
NY,10003,New York,Feedtrace,1,8/10/2009,3/1/2010,3/1/2010,0.5562,0.5562,3,1,130000,2,web,0,1,0,0,0,0,1.0,0,0,1,1
OH,44131,Cleveland,Five Star Technologies,0,1/1/1999,11/30/2006,11/24/2009,7.9178,10.9041,4,3,13222860,0,other,1,0,0,0,0,0,3.0,1,0,1,1
IN,46250,Indianapolis,Vontoo,0,1/1/2005,2/17/2009,2/24/2011,4.1315,6.1507,10,2,2192000,3,public_relations,1,0,0,1,0,0,3.0,0,1,1,0
MA,2142,Cambridge,Allurent,1,1/1/2005,2/22/2010,2/22/2010,5.1452,5.1452,4,1,2000000,1,web,1,0,0,0,0,0,1.0,1,0,1,1
CA,94608,Emeryville,Quantivo,1,1/1/2005,1/9/2008,12/16/2009,3.0219,4.9589,11,2,9400000,2,analytics,0,0,1,0,0,0,2.0,1,1,0,0
